Session_Duration,Pages_Visited,Bounce_Rate,Conversions,Returning_Customer
227.28628241751312,9,12.73,0,1
275.24813644484954,8,17.57,0,0
292.5566570899954,4,96.03,0,1
362.0672097550678,2,69.32,0,0
317.77010009332537,3,80.14,0,0
166.46556412898988,2,39.76,1,0
338.0197851005963,4,33.63,1,0
361.05857452838234,4,23.45,0,1
355.979044793104,5,48.06,0,0
408.0780725554622,8,55.18,0,0
383.3922154548904,6,63.18,1,0
345.9180079228437,3,25.71,1,0
292.9834288541353,5,94.87,0,0
133.90390664840086,6,16.98,0,0
342.9618219132586,3,96.57,0,0
320.7687687163111,8,1.49,0,1
327.1578837195373,8,48.11,0,1
172.32514241796906,5,33.34,0,1
191.89434595917376,4,44.91,0,0
405.3152853332904,2,57.07,0,1
296.0444846143345,6,43.56,1,1
368.15006973726247,5,41.48,0,1
302.8318376130461,6,73.27,0,1
302.9756139495745,7,68.59,0,0
393.8283805975998,3,83.33,0,1
248.39552717826263,9,25.0,0,0
309.61207769409833,2,60.95,0,0
253.77247112949576,1,58.52,0,0
256.55037725676846,6,36.97,0,0
269.08278765313605,4,48.61,0,1
322.21337716337126,6,31.38,0,0
252.12513783365227,4,14.18,0,0
425.5756125573521,5,21.38,0,1
210.53926977804963,2,10.55,0,0
281.3128355838641,5,68.31,0,0
256.0268941725825,4,66.07,0,1
444.6977884353733,3,95.06,0,1
319.65547765115747,5,72.97,1,0
403.18445394686347,3,5.2,0,1
151.4439626963028,3,88.42,0,0
326.7050265869259,4,86.27,0,0
388.9630795623437,8,44.33,0,0
308.2283989275424,5,58.59,0,0
406.54803750653514,4,97.61,0,1
248.27115498996278,4,53.23,0,1
440.934744018558,4,90.53,1,0
529.889812361925,4,8.3,0,0
263.7161439560341,7,19.11,0,1
255.4497478599228,8,44.08,1,0
445.3384477117701,7,58.48,0,0
457.95721457307127,3,81.62,0,1
247.71399728467316,6,98.83,0,1
257.98131829041426,6,38.89,0,1
271.82153911394926,4,4.74,0,0
165.55494889657228,6,80.12,0,1
208.13480535158018,9,60.44,0,0
199.5859233247932,6,19.85,0,0
223.22024348958718,4,49.48,0,0
296.5315112613219,6,74.23,0,0
323.4214732536521,7,77.04,0,0
455.0500492814077,4,49.96,1,0
200.1645959261209,3,30.52,0,0
398.43223984765837,4,97.37,0,1
278.6011155774491,5,66.34,0,0
295.0536290347567,3,40.82,0,0
367.4819492166604,5,28.05,0,0
187.72779784377013,3,73.11,0,0
338.24097461840506,5,24.22,1,1
316.6452208213056,5,17.17,1,0
349.2451264008149,5,52.98,1,1
328.9168643907818,6,29.0,1,0
545.5300139910894,6,62.89,0,0
236.2260015748684,6,11.79,0,1
246.90030449981822,5,65.49,1,1
237.68594735752356,7,28.33,0,0
244.45228808397454,3,0.02,1,1
236.26128726934823,5,12.69,0,0
418.9016531107552,7,93.36,0,1
442.0504247989855,2,86.74,0,1
242.92537062505238,8,23.36,1,1
216.76444268957712,4,77.84,0,1
347.1415556386404,2,60.86,0,0
244.77769557190288,5,97.09,0,1
363.2931817755511,5,37.36,0,0
320.29230208512996,4,68.15,0,0
148.4255885002768,6,6.35,0,0
454.75052013300615,8,39.62,0,0
479.5877673095522,4,96.38,0,1
238.72113095156138,3,53.9,0,0
261.2298440064016,6,28.79,0,0
328.5865390724905,4,12.03,0,0
333.4456789987025,2,70.35,0,0
365.85442726728303,3,64.49,1,1
501.020453876635,1,37.39,0,0
282.30527725059505,9,95.09,0,1
220.17027554615464,5,2.22,0,1
162.0680771985473,3,30.37,0,1
226.90699600580808,4,92.11,0,0
296.6873027126203,3,32.09,0,1
479.4557863517788,4,25.23,0,0
248.23887009638287,6,53.42,0,1
322.37879516388983,4,82.38,0,0
298.3577103927248,2,10.31,0,0
418.8393273448084,6,94.3,0,0
552.6932425873622,3,79.51,0,1
246.91312270796794,6,18.13,0,0
251.05605574817778,2,71.2,1,0
404.4160877069072,8,38.5,0,0
368.1891489626311,3,40.23,0,1
484.67073257360335,6,78.33,0,1
358.3928185325964,4,96.28,1,0
264.070790921294,5,12.67,0,1
359.06548306923094,6,42.06,0,0
410.8703580582908,1,48.09,0,0
382.0482181197364,5,37.63,1,1
350.72740311072977,7,36.32,0,0
406.6674689589154,6,5.23,1,0
416.92955904456727,6,68.55,0,0
438.2158991037527,7,43.62,0,0
364.87098875896424,4,19.48,0,0
283.28819196831455,3,81.6,0,0
314.6713686433323,8,80.26,1,0
420.65089665083565,4,48.64,0,0
218.3064329012764,5,29.85,0,0
336.8673308872901,5,63.81,0,0
260.6661187672639,3,28.82,0,0
302.8744822934818,9,23.6,0,1
427.84518626072986,8,73.05,0,0
319.10990680199035,6,4.03,0,1
304.64365481561487,3,9.48,0,1
164.0143859020081,5,0.68,0,1
374.62535660272204,5,15.29,0,0
364.54841811410756,5,6.9,0,0
516.3254723305461,3,99.58,0,0
269.2221765046999,7,28.88,0,1
321.9150327663939,3,14.93,0,0
324.9383683710755,1,24.1,0,1
457.7453279763474,6,93.61,0,1
290.4704467613048,6,52.02,1,0
327.9021525770339,4,36.48,0,0
360.78965097165394,5,87.34,1,1
318.6609123156358,9,39.5,0,0
255.35663854494717,5,33.5,1,0
319.4089992898308,4,20.73,0,1
407.3631749859772,3,37.78,0,0
197.34847005889398,6,31.67,0,1
313.29696741468763,2,67.73,0,1
229.98791850608268,6,28.96,1,1
419.50466289248425,6,57.72,0,0
147.68130952162252,6,6.59,0,0
244.10781527284115,5,19.13,1,0
337.7211875064521,3,40.74,0,0
456.55240292343404,4,93.69,0,0
293.42497389270125,4,37.73,0,0
244.48004733068018,5,66.41,1,0
488.115706944059,4,25.51,0,0
155.1986099583756,4,12.7,0,1
80.1194043379918,5,5.85,0,0
344.00144500533327,5,30.54,0,0
249.7945775647389,5,15.77,0,1
197.87671828692868,7,17.4,1,1
370.8356447299353,3,76.08,1,0
324.38007137711986,2,1.58,0,0
243.59213692632716,4,55.78,0,0
171.96956013291057,4,37.95,0,1
387.24573282801447,6,50.65,0,1
365.0201177958661,3,56.28,0,1
290.0824136220617,5,31.34,1,0
484.6636996047666,5,29.51,0,0
192.99152336738473,5,73.34,0,0
147.4474829075261,5,87.13,0,1
230.80919301187555,3,19.26,0,1
295.4413983644502,10,9.76,0,1
324.33394493226916,5,89.78,0,0
275.876394214367,4,34.99,1,0
335.20553965142966,4,55.13,1,0
174.84605758095557,7,35.95,0,1
444.3764604073259,3,12.58,1,1
291.7848821607431,6,58.93,0,0
411.7295831588128,2,52.51,0,0
334.27253463777043,4,20.3,0,0
345.6753219153784,4,45.19,0,0
356.9767280232204,4,79.69,1,1
344.7708560017315,8,59.04,0,0
364.2722759867544,5,9.69,0,1
432.91525301324316,8,54.8,0,0
319.652116970147,5,70.27,0,1
370.9003757588512,7,79.27,0,0
291.02643057127733,8,62.91,0,1
444.01172154494725,3,15.27,0,0
232.36076979407304,4,71.02,0,0
480.09404329108156,6,67.73,0,0
295.9842049355657,4,2.44,0,0
156.92248978819518,4,41.17,0,0
312.8104414910789,6,33.3,0,0
231.8948342525119,2,66.94,1,1
384.0643548988724,4,21.61,0,0
234.7376020697609,2,59.09,0,1
255.38165667852203,8,91.32,0,1
111.04592690544689,7,79.78,0,0
254.76936807509233,2,92.15,0,1
57.61206733710432,5,97.85,0,0
141.60971765142767,6,1.07,0,0
376.04146561442974,7,62.27,0,0
378.5800158650832,7,41.28,0,1
342.5457561784965,7,85.99,0,0
203.3023856870787,6,25.18,0,0
295.228864385802,5,98.1,0,0
299.63974609094316,5,61.37,0,1
184.1635310807457,8,79.35,0,0
450.33983017671505,7,8.56,0,1
387.73622905756713,4,18.35,0,1
277.90358261703363,5,75.84,0,1
302.6885838994531,8,2.2,0,1
320.83828079475524,5,81.69,0,1
95.82651315757093,2,1.39,0,0
275.2822617479403,3,65.71,0,0
231.80157520022016,7,36.51,0,0
199.83799901050844,3,61.15,0,0
271.8899707114045,8,69.6,0,0
479.76865268495226,1,34.25,0,0
364.084286126701,5,10.8,0,0
242.8821010217203,3,6.96,0,1
357.25827813561585,5,58.89,0,0
